Age,Gender,Occupation,Monthly_Income
39,Female,Retired,60717
23,Male,Student,35173
58,Male,Student,40181
63,Female,Student,60030
41,Male,Working Professional,45472
38,Male,Student,38115
56,Male,Retired,60907
40,Male,Working Professional,59365
22,Male,Student,37837
24,Male,Student,46861
20,Female,Self-Employed,54620
30,Other,Retired,31853
29,Female,Retired,60782
23,Female,Retired,51588
51,Female,Student,34825
32,Male,Self-Employed,17726
64,Male,Self-Employed,44565
35,Male,Self-Employed,59070
20,Male,Retired,81563
39,Male,Student,53393
52,Male,Student,46590
45,Female,Retired,57656
58,Male,Student,47234
59,Male,Retired,35333
29,Male,Student,18692
18,Female,Retired,39170
53,Female,Working Professional,56645
47,Other,Self-Employed,22780
40,Male,Retired,29994
54,Other,Working Professional,64428
45,Female,Retired,27977
22,Male,Working Professional,73315
53,Male,Student,69067
64,Male,Retired,64725
27,Male,Retired,62727
22,Female,Self-Employed,72660
31,Female,Self-Employed,59104
41,Male,Working Professional,45450
45,Male,Retired,54246
38,Female,Student,43873
62,Male,Retired,59108
57,Female,Working Professional,67972
29,Male,Working Professional,34882
37,Other,Retired,61687
49,Male,Working Professional,22938
55,Female,Student,49547
57,Female,Retired,74265
59,Male,Student,24026
38,Male,Self-Employed,63597
34,Male,Retired,79695
18,Female,Working Professional,48596
61,Female,Retired,17310
45,Male,Self-Employed,43046
19,Female,Student,66358
34,Male,Self-Employed,77987
56,Male,Working Professional,37439
31,Male,Retired,34804
31,Male,Working Professional,54480
61,Male,Retired,72160
35,Female,Student,66284
57,Male,Self-Employed,61111
51,Female,Retired,86511
60,Other,Retired,62294
18,Male,Retired,36294
59,Male,Retired,69832
35,Male,Student,46154
51,Male,Student,54541
40,Female,Self-Employed,71248
33,Female,Self-Employed,88156
36,Male,Retired,50167
54,Female,Retired,50292
23,Male,Student,48690
41,Female,Retired,67756
34,Male,Retired,58127
33,Male,Retired,55842
56,Other,Self-Employed,41141
58,Male,Retired,56715
23,Male,Retired,78606
33,Female,Self-Employed,50422
26,Female,Self-Employed,51299
46,Male,Self-Employed,54098
21,Male,Self-Employed,74844
43,Female,Retired,70226
55,Female,Self-Employed,43113
43,Female,Self-Employed,27692
31,Male,Self-Employed,56109
52,Male,Retired,51220
60,Female,Self-Employed,51063
41,Female,Retired,46378
25,Male,Working Professional,44878
57,Male,Self-Employed,55499
42,Female,Retired,46264
21,Female,Working Professional,33927
32,Male,Self-Employed,35563
33,Female,Retired,40012
28,Female,Student,54172
45,Other,Retired,46872
24,Female,Self-Employed,46041
55,Male,Student,45952
41,Male,Self-Employed,48068
48,Male,Student,48995
21,Male,Retired,42190
54,Male,Retired,49864
52,Female,Working Professional,48211
23,Male,Retired,53737
63,Female,Self-Employed,53496
50,Male,Working Professional,34497
49,Female,Working Professional,35747
63,Male,Self-Employed,47930
55,Male,Student,55440
52,Female,Working Professional,39026
34,Male,Self-Employed,61967
49,Female,Working Professional,64315
31,Female,Self-Employed,47654
36,Female,Working Professional,31925
41,Male,Student,45060
56,Female,Working Professional,74402
28,Female,Student,75700
24,Female,Self-Employed,65174
62,Male,Student,59004
41,Female,Working Professional,54552
41,Male,Self-Employed,75077
31,Female,Self-Employed,57291
41,Female,Retired,50835
28,Female,Working Professional,46455
25,Male,Student,55498
61,Female,Student,56125
32,Male,Retired,63781
59,Female,Working Professional,67150
19,Female,Working Professional,44096
41,Female,Student,43714
62,Male,Retired,35229
27,Female,Retired,53710
49,Male,Self-Employed,64975
34,Female,Student,56786
27,Male,Retired,51688
39,Male,Student,54870
23,Other,Working Professional,33104
44,Male,Working Professional,27211
37,Male,Working Professional,65762
18,Female,Self-Employed,22758
34,Male,Student,24419
18,Male,Retired,45379
54,Male,Student,59306
32,Male,Self-Employed,54483
18,Male,Retired,47377
34,Male,Student,38152
63,Male,Working Professional,53318
62,Male,Self-Employed,30712
60,Female,Working Professional,32767
61,Male,Self-Employed,55119
55,Female,Working Professional,64273
60,Male,Retired,33360
19,Male,Working Professional,55696
35,Male,Self-Employed,46290
29,Female,Retired,47702
46,Male,Self-Employed,70237
40,Male,Retired,34247
64,Male,Working Professional,31107
26,Female,Student,42050
25,Female,Student,49597
33,Male,Retired,50327
40,Male,Working Professional,60898
46,Male,Retired,61867
27,Female,Self-Employed,21766
29,Male,Self-Employed,56889
29,Male,Retired,57340
47,Female,Student,63219
27,Female,Student,73709
31,Male,Retired,58847
21,Male,Student,64505
64,Other,Working Professional,69504
37,Male,Self-Employed,37988
58,Male,Self-Employed,62631
56,Other,Retired,35622
24,Male,Retired,37110
47,Female,Student,42705
58,Female,Retired,50374
41,Female,Retired,45389
27,Male,Retired,68068
62,Female,Student,49690
55,Male,Retired,29104
53,Male,Retired,54004
34,Female,Student,55715
38,Female,Working Professional,43690
63,Male,Student,55994
20,Female,Student,69108
18,Male,Student,37784
35,Other,Working Professional,25749
19,Female,Retired,69654
57,Female,Student,38545
21,Male,Student,44952
49,Female,Student,44319
36,Female,Working Professional,36093
37,Male,Self-Employed,40170
59,Female,Student,28851
24,Female,Retired,29208
26,Male,Student,38968
24,Female,Retired,63573
44,Male,Working Professional,44836
38,Female,Self-Employed,44282
52,Male,Student,52795
41,Male,Working Professional,55540
49,Male,Working Professional,55732
29,Female,Retired,70956
40,Male,Working Professional,40876
53,Male,Retired,52123
46,Female,Student,43529
20,Female,Retired,68704
60,Female,Retired,31985
25,Male,Student,62679
51,Male,Retired,31668
31,Male,Working Professional,17112
53,Female,Student,72346
63,Other,Self-Employed,52283
49,Male,Working Professional,40412
24,Female,Retired,55805
27,Female,Working Professional,51731
29,Male,Working Professional,52879
57,Male,Retired,52102
40,Female,Student,40526
28,Female,Working Professional,43701
30,Female,Student,36020
29,Male,Student,45039
24,Male,Student,62749
61,Male,Student,63993
27,Male,Working Professional,45575
24,Female,Self-Employed,37546
44,Male,Working Professional,78206
24,Male,Retired,44174
41,Female,Working Professional,62479
40,Female,Working Professional,51666
42,Male,Self-Employed,35619
61,Male,Working Professional,57786
53,Female,Retired,46680
50,Female,Retired,52255
54,Male,Retired,36191
59,Female,Working Professional,58621
56,Male,Retired,48428
24,Female,Student,55880
47,Female,Self-Employed,43656
48,Male,Retired,47131
62,Male,Working Professional,41493
63,Other,Working Professional,58233
54,Female,Retired,49356
38,Male,Retired,66386
51,Male,Student,62018
63,Male,Self-Employed,35813
38,Male,Retired,51986
57,Female,Self-Employed,75966
37,Male,Working Professional,39912
51,Female,Self-Employed,61189
25,Female,Working Professional,57977
49,Female,Working Professional,31855
47,Male,Retired,69544
46,Female,Self-Employed,67588
22,Female,Student,49817
47,Male,Student,70652
29,Male,Self-Employed,30903
56,Male,Self-Employed,57946
44,Male,Working Professional,48087
30,Male,Working Professional,36921
64,Female,Working Professional,50286
27,Female,Student,44678
53,Female,Self-Employed,40561
48,Male,Working Professional,48625
33,Male,Retired,52500
56,Male,Student,35356
62,Male,Student,39899
53,Female,Working Professional,49714
43,Female,Student,30919
61,Male,Retired,80550
37,Female,Self-Employed,49125
51,Other,Retired,46090
54,Female,Working Professional,37806
25,Male,Retired,58514
21,Male,Student,59384
46,Male,Self-Employed,27256
48,Male,Retired,37276
19,Male,Working Professional,64976
42,Female,Retired,81809
55,Female,Working Professional,62236
20,Female,Working Professional,38128
63,Female,Student,31922
59,Male,Student,61082
60,Female,Self-Employed,73506
22,Male,Student,74490
39,Male,Self-Employed,18864
33,Female,Student,49613
26,Female,Self-Employed,33105
26,Male,Self-Employed,27267
29,Male,Working Professional,46371
64,Female,Student,38474
59,Female,Retired,93010
21,Female,Retired,52195
35,Female,Self-Employed,61312
35,Male,Retired,46175
59,Female,Student,46647
60,Female,Working Professional,25945
50,Female,Self-Employed,75383
59,Male,Self-Employed,64102
20,Male,Student,53121
55,Female,Self-Employed,45606
34,Male,Working Professional,45889
29,Female,Retired,30554
28,Female,Self-Employed,55367
34,Male,Retired,62116
52,Male,Working Professional,74029
58,Male,Retired,14730
23,Female,Working Professional,42889
52,Male,Retired,77326
23,Female,Self-Employed,43287
49,Female,Retired,28252
28,Male,Self-Employed,31658
60,Male,Retired,48149
56,Female,Working Professional,37300
30,Male,Working Professional,40051
30,Female,Self-Employed,63890
56,Male,Working Professional,34756
63,Male,Self-Employed,44543
51,Female,Working Professional,63419
20,Male,Working Professional,49033
49,Male,Student,25782
21,Male,Student,41311
57,Male,Working Professional,72370
18,Male,Working Professional,35574
26,Female,Student,29506
24,Male,Working Professional,62356
44,Female,Self-Employed,31271
20,Female,Student,62809
39,Female,Working Professional,43936
33,Female,Retired,59006
25,Male,Self-Employed,51043
22,Male,Working Professional,57965
47,Other,Self-Employed,59945
45,Other,Retired,65633
44,Female,Self-Employed,51975
39,Female,Working Professional,59366
47,Male,Self-Employed,58934
54,Male,Student,50590
24,Female,Retired,54683
47,Male,Working Professional,54921
30,Male,Working Professional,69258
39,Female,Student,62999
28,Male,Working Professional,33952
22,Female,Working Professional,26708
39,Male,Working Professional,56088
32,Male,Working Professional,33148
56,Male,Retired,62050
54,Female,Retired,53315
48,Female,Self-Employed,33735
46,Female,Student,79406
56,Male,Student,40998
34,Female,Student,54188
58,Female,Student,54572
23,Male,Self-Employed,40410
58,Female,Self-Employed,55373
34,Male,Self-Employed,31011
51,Other,Working Professional,53996
40,Female,Student,41888
47,Female,Working Professional,38699
30,Male,Retired,57330
47,Female,Working Professional,62897
37,Male,Retired,36382
23,Male,Working Professional,31980
48,Male,Working Professional,66173
36,Male,Student,25336
23,Male,Retired,39348
51,Female,Working Professional,41162
45,Female,Student,45199
30,Male,Retired,57987
27,Female,Retired,47479
58,Male,Retired,72160
62,Male,Working Professional,63576
24,Male,Student,68736
35,Male,Working Professional,58629
39,Female,Retired,52940
31,Female,Self-Employed,48059
53,Female,Working Professional,40985
25,Female,Self-Employed,61211
29,Male,Self-Employed,57690
57,Female,Student,43464
50,Female,Retired,55667
41,Male,Working Professional,50484
59,Male,Self-Employed,26458
56,Male,Working Professional,45404
31,Male,Retired,43395
22,Female,Self-Employed,44822
36,Female,Student,32032
20,Male,Student,29651
18,Male,Working Professional,41212
57,Male,Self-Employed,40296
58,Male,Self-Employed,51725
54,Male,Student,45724
50,Female,Self-Employed,41876
63,Male,Working Professional,74859
34,Male,Self-Employed,50548
26,Male,Student,36581
48,Male,Retired,49674
52,Male,Retired,56529
20,Female,Self-Employed,50040
30,Male,Retired,30021
54,Female,Retired,57962
55,Male,Student,60372
31,Female,Self-Employed,18003
23,Female,Working Professional,52749
46,Male,Student,42149
26,Male,Student,33441
53,Male,Retired,87493
40,Male,Self-Employed,77940
32,Female,Retired,52577
64,Male,Retired,38979
24,Female,Self-Employed,55652
64,Male,Working Professional,67993
42,Male,Retired,58452
54,Female,Working Professional,61108
40,Male,Retired,35308
28,Male,Self-Employed,59993
63,Male,Retired,65880
25,Male,Student,57236
53,Male,Student,61892
59,Female,Student,41675
56,Female,Retired,31664
18,Female,Student,37050
61,Male,Working Professional,48514
30,Female,Retired,58683
33,Male,Retired,45657
63,Female,Working Professional,68753
30,Female,Self-Employed,64823
54,Female,Retired,67921
31,Female,Retired,75566
30,Male,Retired,73141
63,Female,Self-Employed,76023
29,Female,Retired,69147
45,Female,Student,68727
39,Male,Working Professional,49176
37,Male,Working Professional,51591
64,Male,Student,53441
36,Female,Retired,51008
28,Female,Retired,27194
47,Male,Working Professional,55775
43,Male,Retired,65158
32,Male,Retired,38337
47,Female,Working Professional,41242
46,Female,Working Professional,52537
49,Male,Student,25841
47,Male,Student,25111
61,Female,Working Professional,39224
33,Male,Working Professional,45298
53,Male,Retired,38962
35,Female,Self-Employed,44696
58,Female,Student,39938
56,Male,Working Professional,54986
45,Male,Retired,18734
36,Female,Retired,30346
28,Male,Student,68295
34,Male,Self-Employed,42855
38,Male,Retired,49545
54,Female,Student,74867
61,Female,Student,35996
51,Female,Retired,64150
50,Male,Student,44521
46,Female,Working Professional,42110
21,Male,Self-Employed,51182
49,Female,Student,42604
28,Female,Self-Employed,47182
43,Female,Retired,64362
35,Male,Student,65324
49,Female,Student,20693
44,Male,Self-Employed,50778
33,Female,Working Professional,46848
27,Male,Student,26491
61,Female,Retired,76993
51,Female,Working Professional,67617
50,Female,Student,64612
27,Female,Self-Employed,68803
59,Male,Retired,63860
43,Female,Working Professional,58833
59,Male,Student,41304
42,Female,Student,65535
19,Male,Working Professional,49189
43,Male,Self-Employed,57152
37,Female,Retired,73895
20,Female,Working Professional,76973
49,Female,Working Professional,38401
18,Female,Self-Employed,52792
41,Male,Working Professional,26862
60,Female,Retired,49930
61,Male,Self-Employed,51966
50,Female,Student,57132
55,Male,Self-Employed,51505
52,Female,Student,37812
34,Female,Self-Employed,45561
60,Male,Student,54418
61,Female,Self-Employed,48069
50,Male,Retired,63252
28,Male,Student,26747
40,Male,Student,64803
55,Male,Self-Employed,50382
49,Male,Student,69996
36,Male,Retired,47300
29,Female,Self-Employed,14321
45,Female,Working Professional,37160
19,Female,Self-Employed,44180
27,Male,Retired,60197
36,Male,Retired,46256
45,Female,Retired,44254
64,Male,Student,37172
25,Female,Self-Employed,73244
60,Male,Working Professional,42516
40,Male,Self-Employed,59734
62,Female,Student,50014
47,Female,Retired,28114
45,Female,Retired,22280
30,Male,Student,51335
54,Male,Retired,77050
29,Male,Self-Employed,42256
27,Female,Working Professional,30100
34,Male,Working Professional,47658
18,Male,Working Professional,50330
39,Male,Student,37966
32,Male,Working Professional,69051
33,Female,Self-Employed,40765
37,Female,Self-Employed,43085
27,Female,Self-Employed,60373
59,Female,Retired,47110
43,Female,Retired,59376
40,Other,Retired,33721
34,Other,Self-Employed,52766
51,Female,Student,33443
58,Female,Student,79702
39,Male,Working Professional,53318
21,Male,Self-Employed,47093
24,Male,Student,29664
22,Female,Working Professional,54517
48,Female,Student,30465
36,Male,Retired,50465
21,Male,Retired,31988
39,Male,Working Professional,44720
20,Female,Self-Employed,44928
40,Female,Retired,43634
21,Female,Working Professional,41060
63,Female,Self-Employed,56124
41,Male,Self-Employed,64430
31,Female,Working Professional,57656
58,Other,Retired,26862
20,Male,Student,29489
64,Female,Self-Employed,44826
38,Female,Working Professional,46565
43,Male,Working Professional,39266
18,Male,Retired,39064
47,Other,Retired,48181
21,Male,Retired,57595
31,Female,Self-Employed,49478
35,Male,Retired,31710
29,Female,Retired,52669
55,Male,Student,33037
59,Male,Self-Employed,64857
